stock_name,group,trading_symbol,instrument_key,ath,cp,prev_change_pct,today_change_pct,ema5,ema10,ema20,last_updated
Tata Elxsi Ltd.,Information Technology,TATAELXSI,NSE_EQ|INE670A01012,0.0,0,0,0,0,0,0,0
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,NSE_EQ|INE672A01026,0.0,0,0,0,0,0,0,0
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,NSE_EQ|INE155A01022,0.0,0,0,0,0,0,0,0
Tata Power Co. Ltd.,Power,TATAPOWER,NSE_EQ|INE245A01021,0.0,0,0,0,0,0,0,0
Tata Steel Ltd.,Metals & Mining,TATASTEEL,NSE_EQ|INE081A01020,0.0,0,0,0,0,0,0,0
Tata Technologies Ltd.,Information Technology,TATATECH,NSE_EQ|INE142M01025,0.0,0,0,0,0,0,0,0
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,NSE_EQ|INE517B01013,0.0,0,0,0,0,0,0,0
Tech Mahindra Ltd.,Information Technology,TECHM,NSE_EQ|INE669C01036,0.0,0,0,0,0,0,0,0
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,NSE_EQ|INE285K01026,0.0,0,0,0,0,0,0,0
Tejas Networks Ltd.,Telecommunication,TEJASNET,NSE_EQ|INE010J01012,0.0,0,0,0,0,0,0,0
The New India Assurance Company Ltd.,Financial Services,NIACL,NSE_EQ|INE470Y01017,0.0,0,0,0,0,0,0,0
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,NSE_EQ|INE331A01037,0.0,0,0,0,0,0,0,0
Thermax Ltd.,Capital Goods,THERMAX,NSE_EQ|INE152A01029,0.0,0,0,0,0,0,0,0
Timken India Ltd.,Capital Goods,TIMKEN,NSE_EQ|INE325A01013,0.0,0,0,0,0,0,0,0
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,NSE_EQ|INE615H01020,0.0,0,0,0,0,0,0,0
Titan Company Ltd.,Consumer Durables,TITAN,NSE_EQ|INE280A01028,0.0,0,0,0,0,0,0,0
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,NSE_EQ|INE685A01028,0.0,0,0,0,0,0,0,0
Torrent Power Ltd.,Power,TORNTPOWER,NSE_EQ|INE813H01021,0.0,0,0,0,0,0,0,0
Transformers And Rectifiers (India) Ltd.,Capital Goods,TARIL,NSE_EQ|INE763I01026,0.0,0,0,0,0,0,0,0
Trent Ltd.,Consumer Services,TRENT,NSE_EQ|INE849A01020,0.0,0,0,0,0,0,0,0
Trident Ltd.,Textiles,TRIDENT,NSE_EQ|INE064C01022,0.0,0,0,0,0,0,0,0
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,NSE_EQ|INE256C01024,0.0,0,0,0,0,0,0,0
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,NSE_EQ|INE152M01016,0.0,0,0,0,0,0,0,0
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,NSE_EQ|INE974X01010,0.0,0,0,0,0,0,0,0
UCO Bank,Financial Services,UCOBANK,NSE_EQ|INE691A01018,0.0,0,0,0,0,0,0,0
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,NSE_EQ|INE405E01023,0.0,0,0,0,0,0,0,0
UPL Ltd.,Chemicals,UPL,NSE_EQ|INE628A01036,0.0,0,0,0,0,0,0,0
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,NSE_EQ|INE094J01016,0.0,0,0,0,0,0,0,0
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,NSE_EQ|INE481G01011,0.0,0,0,0,0,0,0,0
Union Bank of India,Financial Services,UNIONBANK,NSE_EQ|INE692A01016,0.0,0,0,0,0,0,0,0
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,NSE_EQ|INE686F01025,0.0,0,0,0,0,0,0,0
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,NSE_EQ|INE854D01024,0.0,0,0,0,0,0,0,0
Usha Martin Ltd.,Capital Goods,USHAMART,NSE_EQ|INE228A01035,0.0,0,0,0,0,0,0,0
V-Guard Industries Ltd.,Consumer Durables,VGUARD,NSE_EQ|INE951I01027,0.0,0,0,0,0,0,0,0
Valor Estate Ltd.,Consumer Services,DBREALTY,NSE_EQ|INE879I01012,0.0,0,0,0,0,0,0,0
Vardhman Textiles Ltd.,Textiles,VTL,NSE_EQ|INE825A01020,0.0,0,0,0,0,0,0,0
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,NSE_EQ|INE200M01039,0.0,0,0,0,0,0,0,0
Vedant Fashions Ltd.,Consumer Services,MANYAVAR,NSE_EQ|INE825V01034,0.0,0,0,0,0,0,0,0
Vedanta Ltd.,Metals & Mining,VEDL,NSE_EQ|INE205A01025,0.0,0,0,0,0,0,0,0
Ventive Hospitality Ltd.,Consumer Services,VENTIVE,NSE_EQ|INE781S01027,0.0,0,0,0,0,0,0,0
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,NSE_EQ|INE043W01024,0.0,0,0,0,0,0,0,0
Vishal Mega Mart Ltd.,Consumer Services,VMM,NSE_EQ|INE01EA01019,0.0,0,0,0,0,0,0,0
Vodafone Idea Ltd.,Telecommunication,IDEA,NSE_EQ|INE669E01016,0.0,0,0,0,0,0,0,0
Voltas Ltd.,Consumer Durables,VOLTAS,NSE_EQ|INE226A01021,0.0,0,0,0,0,0,0,0
Waaree Energies Ltd.,Capital Goods,WAAREEENER,NSE_EQ|INE377N01017,0.0,0,0,0,0,0,0,0
Welspun Corp Ltd.,Capital Goods,WELCORP,NSE_EQ|INE191B01025,0.0,0,0,0,0,0,0,0
Welspun Living Ltd.,Textiles,WELSPUNLIV,NSE_EQ|INE192B01031,0.0,0,0,0,0,0,0,0
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,NSE_EQ|INE716A01013,0.0,0,0,0,0,0,0,0
Wipro Ltd.,Information Technology,WIPRO,NSE_EQ|INE075A01022,0.0,0,0,0,0,0,0,0
Wockhardt Ltd.,Healthcare,WOCKPHARMA,NSE_EQ|INE049B01025,0.0,0,0,0,0,0,0,0
Yes Bank Ltd.,Financial Services,YESBANK,NSE_EQ|INE528G01035,0.0,0,0,0,0,0,0,0
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,NSE_EQ|INE342J01019,0.0,0,0,0,0,0,0,0
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,NSE_EQ|INE256A01028,0.0,0,0,0,0,0,0,0
Zen Technologies Ltd.,Capital Goods,ZENTEC,NSE_EQ|INE251B01027,0.0,0,0,0,0,0,0,0
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,NSE_EQ|INE520A01027,0.0,0,0,0,0,0,0,0
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,NSE_EQ|INE010B01027,0.0,0,0,0,0,0,0,0
eClerx Services Ltd.,Services,ECLERX,NSE_EQ|INE738I01010,0.0,0,0,0,0,0,0,0
