stock_name,group,trading_symbol,instrument_key,ath,cp,prev_change_pct,today_change_pct,ema5,ema10,ema20,last_updated
Honeywell Automation India Ltd.,Capital Goods,HONAUT,NSE_EQ|INE671A01010,0.0,0,0,0,0,0,0,0
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,NSE_EQ|INE031A01017,0.0,0,0,0,0,0,0,0
Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,NSE_EQ|INE0V6F01027,0.0,0,0,0,0,0,0,0
ICICI Bank Ltd.,Financial Services,ICICIBANK,NSE_EQ|INE090A01021,0.0,0,0,0,0,0,0,0
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,NSE_EQ|INE765G01017,0.0,0,0,0,0,0,0,0
ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,NSE_EQ|INE726G01019,0.0,0,0,0,0,0,0,0
IDBI Bank Ltd.,Financial Services,IDBI,NSE_EQ|INE008A01015,0.0,0,0,0,0,0,0,0
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,NSE_EQ|INE092T01019,0.0,0,0,0,0,0,0,0
IFCI Ltd.,Financial Services,IFCI,NSE_EQ|INE039A01010,0.0,0,0,0,0,0,0,0
IIFL Finance Ltd.,Financial Services,IIFL,NSE_EQ|INE530B01024,0.0,0,0,0,0,0,0,0
INOX India Ltd.,Capital Goods,INOXINDIA,NSE_EQ|INE616N01034,0.0,0,0,0,0,0,0,0
IRB Infrastructure Developers Ltd.,Construction,IRB,NSE_EQ|INE821I01022,0.0,0,0,0,0,0,0,0
IRCON International Ltd.,Construction,IRCON,NSE_EQ|INE962Y01021,0.0,0,0,0,0,0,0,0
ITC Hotels Ltd.,Consumer Services,ITCHOTELS,NSE_EQ|INE379A01028,0.0,0,0,0,0,0,0,0
ITC Ltd.,Fast Moving Consumer Goods,ITC,NSE_EQ|INE154A01025,0.0,0,0,0,0,0,0,0
ITI Ltd.,Telecommunication,ITI,NSE_EQ|INE248A01017,0.0,0,0,0,0,0,0,0
Indegene Ltd.,Healthcare,INDGN,NSE_EQ|INE065X01017,0.0,0,0,0,0,0,0,0
India Cements Ltd.,Construction Materials,INDIACEM,NSE_EQ|INE383A01012,0.0,0,0,0,0,0,0,0
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,NSE_EQ|INE933S01016,0.0,0,0,0,0,0,0,0
Indian Bank,Financial Services,INDIANB,NSE_EQ|INE562A01011,0.0,0,0,0,0,0,0,0
Indian Energy Exchange Ltd.,Financial Services,IEX,NSE_EQ|INE022Q01020,0.0,0,0,0,0,0,0,0
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,NSE_EQ|INE053A01029,0.0,0,0,0,0,0,0,0
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,NSE_EQ|INE242A01010,0.0,0,0,0,0,0,0,0
Indian Overseas Bank,Financial Services,IOB,NSE_EQ|INE565A01014,0.0,0,0,0,0,0,0,0
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,NSE_EQ|INE335Y01020,0.0,0,0,0,0,0,0,0
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,NSE_EQ|INE053F01010,0.0,0,0,0,0,0,0,0
Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,NSE_EQ|INE202E01016,0.0,0,0,0,0,0,0,0
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,NSE_EQ|INE203G01027,0.0,0,0,0,0,0,0,0
Indus Towers Ltd.,Telecommunication,INDUSTOWER,NSE_EQ|INE121J01017,0.0,0,0,0,0,0,0,0
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,NSE_EQ|INE095A01012,0.0,0,0,0,0,0,0,0
Info Edge (India) Ltd.,Consumer Services,NAUKRI,NSE_EQ|INE663F01032,0.0,0,0,0,0,0,0,0
Infosys Ltd.,Information Technology,INFY,NSE_EQ|INE009A01021,0.0,0,0,0,0,0,0,0
Inox Wind Ltd.,Capital Goods,INOXWIND,NSE_EQ|INE066P01011,0.0,0,0,0,0,0,0,0
Intellect Design Arena Ltd.,Information Technology,INTELLECT,NSE_EQ|INE306R01017,0.0,0,0,0,0,0,0,0
InterGlobe Aviation Ltd.,Services,INDIGO,NSE_EQ|INE646L01027,0.0,0,0,0,0,0,0,0
International Gemmological Institute (India) Ltd.,Services,IGIL,NSE_EQ|INE0Q9301021,0.0,0,0,0,0,0,0,0
Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,NSE_EQ|INE115Q01022,0.0,0,0,0,0,0,0,0
Ipca Laboratories Ltd.,Healthcare,IPCALAB,NSE_EQ|INE571A01038,0.0,0,0,0,0,0,0,0
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,NSE_EQ|INE572A01036,0.0,0,0,0,0,0,0,0
J.K. Cement Ltd.,Construction Materials,JKCEMENT,NSE_EQ|INE823G01014,0.0,0,0,0,0,0,0,0
JBM Auto Ltd.,Automobile and Auto Components,JBMA,NSE_EQ|INE927D01051,0.0,0,0,0,0,0,0,0
JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,NSE_EQ|INE573A01042,0.0,0,0,0,0,0,0,0
JM Financial Ltd.,Financial Services,JMFINANCIL,NSE_EQ|INE780C01023,0.0,0,0,0,0,0,0,0
JSW Cement Ltd.,Construction Materials,JSWCEMENT,NSE_EQ|INE718I01012,0.0,0,0,0,0,0,0,0
JSW Energy Ltd.,Power,JSWENERGY,NSE_EQ|INE121E01018,0.0,0,0,0,0,0,0,0
JSW Infrastructure Ltd.,Services,JSWINFRA,NSE_EQ|INE880J01026,0.0,0,0,0,0,0,0,0
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,NSE_EQ|INE019A01038,0.0,0,0,0,0,0,0,0
Jaiprakash Power Ventures Ltd.,Power,JPPOWER,NSE_EQ|INE351F01018,0.0,0,0,0,0,0,0,0
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,NSE_EQ|INE168A01041,0.0,0,0,0,0,0,0,0
Jindal Saw Ltd.,Capital Goods,JINDALSAW,NSE_EQ|INE324A01032,0.0,0,0,0,0,0,0,0
Jindal Stainless Ltd.,Metals & Mining,JSL,NSE_EQ|INE220G01021,0.0,0,0,0,0,0,0,0
Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,NSE_EQ|INE749A01030,0.0,0,0,0,0,0,0,0
Jio Financial Services Ltd.,Financial Services,JIOFIN,NSE_EQ|INE758E01017,0.0,0,0,0,0,0,0,0
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,NSE_EQ|INE797F01020,0.0,0,0,0,0,0,0,0
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,NSE_EQ|INE0BY001018,0.0,0,0,0,0,0,0,0
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,NSE_EQ|INE700A01033,0.0,0,0,0,0,0,0,0
Jupiter Wagons Ltd.,Capital Goods,JWL,NSE_EQ|INE209L01016,0.0,0,0,0,0,0,0,0
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,NSE_EQ|INE668F01031,0.0,0,0,0,0,0,0,0
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,NSE_EQ|INE980O01024,0.0,0,0,0,0,0,0,0
K.P.R. Mill Ltd.,Textiles,KPRMILL,NSE_EQ|INE930H01031,0.0,0,0,0,0,0,0,0
KEI Industries Ltd.,Capital Goods,KEI,NSE_EQ|INE878B01027,0.0,0,0,0,0,0,0,0
KPIT Technologies Ltd.,Information Technology,KPITTECH,NSE_EQ|INE04I401011,0.0,0,0,0,0,0,0,0
KSB Ltd.,Capital Goods,KSB,NSE_EQ|INE999A01023,0.0,0,0,0,0,0,0,0
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,NSE_EQ|INE217B01036,0.0,0,0,0,0,0,0,0
Kalpataru Projects International Ltd.,Construction,KPIL,NSE_EQ|INE220B01022,0.0,0,0,0,0,0,0,0
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,NSE_EQ|INE303R01014,0.0,0,0,0,0,0,0,0
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,NSE_EQ|INE036D01028,0.0,0,0,0,0,0,0,0
Kaynes Technology India Ltd.,Capital Goods,KAYNES,NSE_EQ|INE918Z01012,0.0,0,0,0,0,0,0,0
Kec International Ltd.,Construction,KEC,NSE_EQ|INE389H01022,0.0,0,0,0,0,0,0,0
Kfin Technologies Ltd.,Financial Services,KFINTECH,NSE_EQ|INE138Y01010,0.0,0,0,0,0,0,0,0
Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,NSE_EQ|INE732A01036,0.0,0,0,0,0,0,0,0
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,NSE_EQ|INE146L01010,0.0,0,0,0,0,0,0,0
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,NSE_EQ|INE237A01036,0.0,0,0,0,0,0,0,0
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,NSE_EQ|INE967H01025,0.0,0,0,0,0,0,0,0
Kwality Wall's (India) Ltd.,Fast Moving Consumer Goods,KWIL,NSE_EQ|INE2KCE01013,0.0,0,0,0,0,0,0,0
L&T Finance Ltd.,Financial Services,LTF,NSE_EQ|INE498L01015,0.0,0,0,0,0,0,0,0
L&T Technology Services Ltd.,Information Technology,LTTS,NSE_EQ|INE010V01017,0.0,0,0,0,0,0,0,0
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,NSE_EQ|INE115A01026,0.0,0,0,0,0,0,0,0
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,NSE_EQ|INE818H01020,0.0,0,0,0,0,0,0,0
LTIMindtree Ltd.,Information Technology,LTIM,NSE_EQ|INE214T01019,0.0,0,0,0,0,0,0,0
Larsen & Toubro Ltd.,Construction,LT,NSE_EQ|INE018A01030,0.0,0,0,0,0,0,0,0
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,NSE_EQ|INE0I7C01011,0.0,0,0,0,0,0,0,0
Laurus Labs Ltd.,Healthcare,LAURUSLABS,NSE_EQ|INE947Q01028,0.0,0,0,0,0,0,0,0
Leela Palaces Hotels & Resorts Ltd.,Consumer Services,THELEELA,NSE_EQ|INE0AQ201015,0.0,0,0,0,0,0,0,0
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,NSE_EQ|INE970X01018,0.0,0,0,0,0,0,0,0
Life Insurance Corporation of India,Financial Services,LICI,NSE_EQ|INE0J1Y01017,0.0,0,0,0,0,0,0,0
Linde India Ltd.,Chemicals,LINDEINDIA,NSE_EQ|INE473A01011,0.0,0,0,0,0,0,0,0
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,NSE_EQ|INE281B01032,0.0,0,0,0,0,0,0,0
Lodha Developers Ltd.,Realty,LODHA,NSE_EQ|INE670K01029,0.0,0,0,0,0,0,0,0
Lupin Ltd.,Healthcare,LUPIN,NSE_EQ|INE326A01037,0.0,0,0,0,0,0,0,0
MMTC Ltd.,Services,MMTC,NSE_EQ|INE123F01029,0.0,0,0,0,0,0,0,0
MRF Ltd.,Automobile and Auto Components,MRF,NSE_EQ|INE883A01011,0.0,0,0,0,0,0,0,0
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,NSE_EQ|INE002S01010,0.0,0,0,0,0,0,0,0
Maharashtra Scooters Ltd.,Financial Services,MAHSCOOTER,NSE_EQ|INE288A01013,0.0,0,0,0,0,0,0,0
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,NSE_EQ|INE271B01025,0.0,0,0,0,0,0,0,0
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,NSE_EQ|INE774D01024,0.0,0,0,0,0,0,0,0
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,NSE_EQ|INE101A01026,0.0,0,0,0,0,0,0,0
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,NSE_EQ|INE522D01027,0.0,0,0,0,0,0,0,0
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,NSE_EQ|INE103A01014,0.0,0,0,0,0,0,0,0
Mankind Pharma Ltd.,Healthcare,MANKIND,NSE_EQ|INE634S01028,0.0,0,0,0,0,0,0,0
Marico Ltd.,Fast Moving Consumer Goods,MARICO,NSE_EQ|INE196A01026,0.0,0,0,0,0,0,0,0
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,NSE_EQ|INE585B01010,0.0,0,0,0,0,0,0,0
Max Financial Services Ltd.,Financial Services,MFSL,NSE_EQ|INE180A01020,0.0,0,0,0,0,0,0,0
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,NSE_EQ|INE027H01010,0.0,0,0,0,0,0,0,0
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,NSE_EQ|INE249Z01020,0.0,0,0,0,0,0,0,0
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,NSE_EQ|INE112L01020,0.0,0,0,0,0,0,0,0
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,NSE_EQ|INE842C01021,0.0,0,0,0,0,0,0,0
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,NSE_EQ|INE0FS801015,0.0,0,0,0,0,0,0,0
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,NSE_EQ|INE338I01027,0.0,0,0,0,0,0,0,0
MphasiS Ltd.,Information Technology,MPHASIS,NSE_EQ|INE356A01018,0.0,0,0,0,0,0,0,0
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,NSE_EQ|INE745G01043,0.0,0,0,0,0,0,0,0
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,NSE_EQ|INE414G01012,0.0,0,0,0,0,0,0,0
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,NSE_EQ|INE987B01026,0.0,0,0,0,0,0,0,0
NBCC (India) Ltd.,Construction,NBCC,NSE_EQ|INE095N01031,0.0,0,0,0,0,0,0,0
NCC Ltd.,Construction,NCC,NSE_EQ|INE868B01028,0.0,0,0,0,0,0,0,0
NHPC Ltd.,Power,NHPC,NSE_EQ|INE848E01016,0.0,0,0,0,0,0,0,0
NLC India Ltd.,Power,NLCINDIA,NSE_EQ|INE589A01014,0.0,0,0,0,0,0,0,0
NMDC Ltd.,Metals & Mining,NMDC,NSE_EQ|INE584A01023,0.0,0,0,0,0,0,0,0
NMDC Steel Ltd.,Metals & Mining,NSLNISP,NSE_EQ|INE0NNS01018,0.0,0,0,0,0,0,0,0
NTPC Green Energy Ltd.,Power,NTPCGREEN,NSE_EQ|INE0ONG01011,0.0,0,0,0,0,0,0,0
NTPC Ltd.,Power,NTPC,NSE_EQ|INE733E01010,0.0,0,0,0,0,0,0,0
Narayana Hrudayalaya Ltd.,Healthcare,NH,NSE_EQ|INE410P01011,0.0,0,0,0,0,0,0,0
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,NSE_EQ|INE139A01034,0.0,0,0,0,0,0,0,0
Nava Ltd.,Power,NAVA,NSE_EQ|INE725A01030,0.0,0,0,0,0,0,0,0
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,NSE_EQ|INE048G01026,0.0,0,0,0,0,0,0,0
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,NSE_EQ|INE239A01024,0.0,0,0,0,0,0,0,0
Netweb Technologies India Ltd.,Information Technology,NETWEB,NSE_EQ|INE0NT901020,0.0,0,0,0,0,0,0,0
Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,NSE_EQ|INE794A01010,0.0,0,0,0,0,0,0,0
Newgen Software Technologies Ltd.,Information Technology,NEWGEN,NSE_EQ|INE619B01017,0.0,0,0,0,0,0,0,0
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,NSE_EQ|INE298J01013,0.0,0,0,0,0,0,0,0
Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,NSE_EQ|INE995S01015,0.0,0,0,0,0,0,0,0
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,NSE_EQ|INE531F01023,0.0,0,0,0,0,0,0,0
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,NSE_EQ|INE118D01016,0.0,0,0,0,0,0,0,0
Oberoi Realty Ltd.,Realty,OBEROIRLTY,NSE_EQ|INE093I01010,0.0,0,0,0,0,0,0,0
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,NSE_EQ|INE213A01029,0.0,0,0,0,0,0,0,0
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,NSE_EQ|INE274J01014,0.0,0,0,0,0,0,0,0
Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,NSE_EQ|INE0LXG01040,0.0,0,0,0,0,0,0,0
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA,NSE_EQ|INE260D01016,0.0,0,0,0,0,0,0,0
One 97 Communications Ltd.,Financial Services,PAYTM,NSE_EQ|INE982J01020,0.0,0,0,0,0,0,0,0
Onesource Specialty Pharma Ltd.,Healthcare,ONESOURCE,NSE_EQ|INE013P01021,0.0,0,0,0,0,0,0,0
Oracle Financial Services Software Ltd.,Information Technology,OFSS,NSE_EQ|INE881D01027,0.0,0,0,0,0,0,0,0
PB Fintech Ltd.,Financial Services,POLICYBZR,NSE_EQ|INE417T01026,0.0,0,0,0,0,0,0,0
PCBL Chemical Ltd.,Chemicals,PCBL,NSE_EQ|INE602A01031,0.0,0,0,0,0,0,0,0
PG Electroplast Ltd.,Consumer Durables,PGEL,NSE_EQ|INE457L01029,0.0,0,0,0,0,0,0,0
PI Industries Ltd.,Chemicals,PIIND,NSE_EQ|INE603J01030,0.0,0,0,0,0,0,0,0
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,NSE_EQ|INE572E01012,0.0,0,0,0,0,0,0,0
PTC Industries Ltd.,Capital Goods,PTCIL,NSE_EQ|INE596F01018,0.0,0,0,0,0,0,0,0
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX,NSE_EQ|INE191H01014,0.0,0,0,0,0,0,0,0
Page Industries Ltd.,Textiles,PAGEIND,NSE_EQ|INE761H01022,0.0,0,0,0,0,0,0,0
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,NSE_EQ|INE619A01035,0.0,0,0,0,0,0,0,0
Persistent Systems Ltd.,Information Technology,PERSISTENT,NSE_EQ|INE262H01021,0.0,0,0,0,0,0,0,0
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,NSE_EQ|INE347G01014,0.0,0,0,0,0,0,0,0
Pfizer Ltd.,Healthcare,PFIZER,NSE_EQ|INE182A01018,0.0,0,0,0,0,0,0,0
Phoenix Mills Ltd.,Realty,PHOENIXLTD,NSE_EQ|INE211B01039,0.0,0,0,0,0,0,0,0
Pidilite Industries Ltd.,Chemicals,PIDILITIND,NSE_EQ|INE318A01026,0.0,0,0,0,0,0,0,0
Piramal Pharma Ltd.,Healthcare,PPLPHARMA,NSE_EQ|INE0DK501011,0.0,0,0,0,0,0,0,0
Poly Medicure Ltd.,Healthcare,POLYMED,NSE_EQ|INE205C01021,0.0,0,0,0,0,0,0,0
Polycab India Ltd.,Capital Goods,POLYCAB,NSE_EQ|INE455K01017,0.0,0,0,0,0,0,0,0
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,NSE_EQ|INE511C01022,0.0,0,0,0,0,0,0,0
Power Finance Corporation Ltd.,Financial Services,PFC,NSE_EQ|INE134E01011,0.0,0,0,0,0,0,0,0
Power Grid Corporation of India Ltd.,Power,POWERGRID,NSE_EQ|INE752E01010,0.0,0,0,0,0,0,0,0
Praj Industries Ltd.,Capital Goods,PRAJIND,NSE_EQ|INE074A01025,0.0,0,0,0,0,0,0,0
Premier Energies Ltd.,Capital Goods,PREMIERENE,NSE_EQ|INE0BS701011,0.0,0,0,0,0,0,0,0
Prestige Estates Projects Ltd.,Realty,PRESTIGE,NSE_EQ|INE811K01011,0.0,0,0,0,0,0,0,0
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,NSE_EQ|INE179A01014,0.0,0,0,0,0,0,0,0
Punjab National Bank,Financial Services,PNB,NSE_EQ|INE160A01022,0.0,0,0,0,0,0,0,0
R R Kabel Ltd.,Capital Goods,RRKABEL,NSE_EQ|INE777K01022,0.0,0,0,0,0,0,0,0
RBL Bank Ltd.,Financial Services,RBLBANK,NSE_EQ|INE976G01028,0.0,0,0,0,0,0,0,0
REC Ltd.,Financial Services,RECLTD,NSE_EQ|INE020B01018,0.0,0,0,0,0,0,0,0
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,NSE_EQ|INE743M01012,0.0,0,0,0,0,0,0,0
RITES Ltd.,Construction,RITES,NSE_EQ|INE320J01015,0.0,0,0,0,0,0,0,0
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,NSE_EQ|INE944F01028,0.0,0,0,0,0,0,0,0
Rail Vikas Nigam Ltd.,Construction,RVNL,NSE_EQ|INE415G01027,0.0,0,0,0,0,0,0,0
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,NSE_EQ|INE0DD101019,0.0,0,0,0,0,0,0,0
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW,NSE_EQ|INE961O01016,0.0,0,0,0,0,0,0,0
Ramkrishna Forgings Ltd.,Automobile and Auto Components,RKFORGE,NSE_EQ|INE399G01023,0.0,0,0,0,0,0,0,0
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,NSE_EQ|INE027A01015,0.0,0,0,0,0,0,0,0
Redington Ltd.,Services,REDINGTON,NSE_EQ|INE891D01026,0.0,0,0,0,0,0,0,0
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,NSE_EQ|INE002A01018,0.0,0,0,0,0,0,0,0
Reliance Infrastructure Ltd.,Power,RELINFRA,NSE_EQ|INE036A01016,0.0,0,0,0,0,0,0,0
Reliance Power Ltd.,Power,RPOWER,NSE_EQ|INE614G01033,0.0,0,0,0,0,0,0,0
SBFC Finance Ltd.,Financial Services,SBFC,NSE_EQ|INE423Y01016,0.0,0,0,0,0,0,0,0
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,NSE_EQ|INE018E01016,0.0,0,0,0,0,0,0,0
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,NSE_EQ|INE123W01016,0.0,0,0,0,0,0,0,0
SJVN Ltd.,Power,SJVN,NSE_EQ|INE002L01015,0.0,0,0,0,0,0,0,0
SRF Ltd.,Chemicals,SRF,NSE_EQ|INE647A01010,0.0,0,0,0,0,0,0,0
Sagility Ltd.,Information Technology,SAGILITY,NSE_EQ|INE0W2G01015,0.0,0,0,0,0,0,0,0
Sai Life Sciences Ltd.,Healthcare,SAILIFE,NSE_EQ|INE570L01029,0.0,0,0,0,0,0,0,0
Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,NSE_EQ|INE148I01020,0.0,0,0,0,0,0,0,0
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,NSE_EQ|INE775A01035,0.0,0,0,0,0,0,0,0
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,NSE_EQ|INE806T01020,0.0,0,0,0,0,0,0,0
Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,NSE_EQ|INE385C01021,0.0,0,0,0,0,0,0,0
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,NSE_EQ|INE979A01025,0.0,0,0,0,0,0,0,0
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,NSE_EQ|INE513A01022,0.0,0,0,0,0,0,0,0
Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,NSE_EQ|INE839M01018,0.0,0,0,0,0,0,0,0
Shipping Corporation of India Ltd.,Services,SCI,NSE_EQ|INE109A01011,0.0,0,0,0,0,0,0,0
Shree Cement Ltd.,Construction Materials,SHREECEM,NSE_EQ|INE070A01015,0.0,0,0,0,0,0,0,0
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,NSE_EQ|INE721A01047,0.0,0,0,0,0,0,0,0
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,NSE_EQ|INE810G01011,0.0,0,0,0,0,0,0,0
Siemens Energy India Ltd.,Capital Goods,ENRIN,NSE_EQ|INE1NPP01017,0.0,0,0,0,0,0,0,0
Siemens Ltd.,Capital Goods,SIEMENS,NSE_EQ|INE003A01024,0.0,0,0,0,0,0,0,0
Signatureglobal (India) Ltd.,Realty,SIGNATURE,NSE_EQ|INE903U01023,0.0,0,0,0,0,0,0,0
Sobha Ltd.,Realty,SOBHA,NSE_EQ|INE671H01015,0.0,0,0,0,0,0,0,0
Solar Industries India Ltd.,Chemicals,SOLARINDS,NSE_EQ|INE343H01029,0.0,0,0,0,0,0,0,0
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,NSE_EQ|INE073K01018,0.0,0,0,0,0,0,0,0
Sonata Software Ltd.,Information Technology,SONATSOFTW,NSE_EQ|INE269A01021,0.0,0,0,0,0,0,0,0
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,NSE_EQ|INE575P01011,0.0,0,0,0,0,0,0,0
State Bank of India,Financial Services,SBIN,NSE_EQ|INE062A01020,0.0,0,0,0,0,0,0,0
Steel Authority of India Ltd.,Metals & Mining,SAIL,NSE_EQ|INE114A01011,0.0,0,0,0,0,0,0,0
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,NSE_EQ|INE258G01013,0.0,0,0,0,0,0,0,0
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,NSE_EQ|INE044A01036,0.0,0,0,0,0,0,0,0
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,NSE_EQ|INE424H01027,0.0,0,0,0,0,0,0,0
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,NSE_EQ|INE660A01013,0.0,0,0,0,0,0,0,0
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,NSE_EQ|INE387A01021,0.0,0,0,0,0,0,0,0
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,NSE_EQ|INE195A01028,0.0,0,0,0,0,0,0,0
Suzlon Energy Ltd.,Capital Goods,SUZLON,NSE_EQ|INE040H01021,0.0,0,0,0,0,0,0,0
Swan Corp Ltd.,Chemicals,SWANCORP,NSE_EQ|INE665A01038,0.0,0,0,0,0,0,0,0
Swiggy Ltd.,Consumer Services,SWIGGY,NSE_EQ|INE00H001014,0.0,0,0,0,0,0,0,0
Syngene International Ltd.,Healthcare,SYNGENE,NSE_EQ|INE398R01022,0.0,0,0,0,0,0,0,0
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,NSE_EQ|INE0DYJ01015,0.0,0,0,0,0,0,0,0
TBO Tek Ltd.,Consumer Services,TBOTEK,NSE_EQ|INE673O01025,0.0,0,0,0,0,0,0,0
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,NSE_EQ|INE494B01023,0.0,0,0,0,0,0,0,0
Tata Chemicals Ltd.,Chemicals,TATACHEM,NSE_EQ|INE092A01019,0.0,0,0,0,0,0,0,0
Tata Communications Ltd.,Telecommunication,TATACOMM,NSE_EQ|INE151A01013,0.0,0,0,0,0,0,0,0
Tata Consultancy Services Ltd.,Information Technology,TCS,NSE_EQ|INE467B01029,0.0,0,0,0,0,0,0,0
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,NSE_EQ|INE192A01025,0.0,0,0,0,0,0,0,0
